id,budget,genres,original_language,popularity,release_date,revenue,runtime,vote_average,vote_count
13053,150000000,"['Animation', 'Familial', 'Aventure', 'Comédie']",en,48.394,2008-11-21,309979994,96,6.482,5393
522478,45000000,"['Familial', 'Comédie', 'Aventure', 'Animation', 'Fantastique']",en,48.336,2021-03-25,153000000,93,7.204,666
68368,0,"['Animation', 'Science-Fiction', 'Action', 'Comédie', 'Romance']",ja,48.329,1987-03-14,0,83,6.78,25
762975,0,"['Romance', 'Drame']",en,48.325,2022-07-29,0,122,8.194,1939
27578,80000000,"['Thriller', 'Aventure', 'Action']",en,48.314,2010-08-03,274470394,105,6.215,6989
198184,49000000,"['Crime', 'Action', 'Science-Fiction']",en,48.277,2015-03-04,104399548,120,6.8,7258
218746,0,"['Comédie', 'Romance']",ko,48.24,2013-07-31,0,83,5.0,12
628878,0,"['Thriller', 'Action']",en,48.148,2022-03-17,0,94,5.304,97
340382,0,"['Horreur', 'Science-Fiction', 'Action', 'Fantastique']",ja,48.143,2015-09-01,0,87,6.002,267
60304,50000000,"['Fantastique', 'Horreur', 'Action']",en,48.114,2013-01-17,226349749,88,6.02,6191
23168,37000000,"['Crime', 'Drame', 'Thriller']",en,48.079,2010-09-15,154026136,123,7.192,4442
503736,0,"['Action', 'Crime', 'Horreur', 'Thriller']",en,48.062,2021-05-14,780000,148,6.26,3497
218,6400000,"['Action', 'Thriller', 'Science-Fiction']",en,48.05,1984-10-26,78371200,108,7.64,11396
10555,75000000,"['Animation', 'Action', 'Comédie', 'Familial']",en,48.031,2004-09-20,367275019,90,6.025,5752
661791,3749231,"['Drame', 'Horreur']",es,48.014,2022-01-28,1817696,101,5.959,350
534,200000000,"['Action', 'Science-Fiction', 'Thriller']",en,47.982,2009-05-20,371353001,108,6.035,5814
466282,0,"['Comédie', 'Romance']",en,47.973,2018-08-16,0,100,7.659,7914
381873,0,"['Science-Fiction', 'Animation', 'Action']",ja,47.964,2016-07-23,0,82,6.29,31
27449,187000,"['Drame', 'Romance']",en,47.893,1933-07-13,451000,71,7.2,92
508642,0,"['Horreur', 'Mystère']",ko,47.856,2018-03-28,21041950,94,7.321,499
916740,0,"['Thriller', 'Mystère', 'Drame']",en,47.824,2022-01-13,0,94,4.918,324
263472,2500000,"['Drame', 'Thriller', 'Horreur']",en,47.815,2015-06-26,6341684,99,5.32,2773
43947,2000000,"['Thriller', 'Crime', 'Horreur']",en,47.786,2010-06-17,572809,107,6.508,1955
770156,0,"['Familial', 'Drame']",en,47.701,2020-10-19,0,87,8.44,100
87827,120000000,"['Aventure', 'Drame']",en,47.69,2012-11-20,609016565,127,7.395,12162
740441,0,"['Thriller', 'Mystère']",ko,47.678,2023-02-17,0,117,7.5,183
453354,3000000,['Drame'],fr,47.675,2017-06-21,500000,105,6.226,197
9532,23000000,['Horreur'],en,47.667,2000-03-17,112880294,98,6.573,4867
883502,0,"['Action', 'Thriller', 'Crime']",en,47.621,2022-04-29,0,95,5.6,131
799876,0,['Crime'],en,47.615,2022-02-25,4026709,105,7.159,675
835268,0,"['Thriller', 'Drame']",ca,47.569,2022-12-02,0,117,6.682,11
38,20000000,"['Science-Fiction', 'Drame', 'Romance']",en,47.523,2004-03-19,72258126,108,8.101,13290
359724,97600000,"['Drame', 'Action', 'Histoire']",en,47.496,2019-11-13,225508210,153,8.012,6576
554596,0,['Comédie'],es,47.469,2019-03-15,0,102,8.001,766
192577,30000000,"['Animation', 'Science-Fiction']",ja,47.459,2013-09-07,18010317,115,6.627,928
993145,0,"['Action', 'Crime']",en,47.432,2022-08-19,0,91,5.9,31
932430,0,"['Romance', 'Comédie']",en,47.403,2023-03-30,0,98,7.4,67
1620,24000000,"['Action', 'Thriller', 'Drame']",en,47.363,2007-11-21,99965753,92,6.082,2915
844396,0,"['Science-Fiction', 'Horreur']",en,47.347,2022-11-11,0,87,5.306,36
75338,0,"['Horreur', 'Thriller']",cn,47.338,1998-03-06,0,89,4.8,10
68718,100000000,"['Drame', 'Western']",en,47.327,2012-12-25,425368238,165,8.163,23958
484907,0,"['Horreur', 'Drame', 'Mystère']",en,47.293,2022-04-01,0,71,4.316,19
489,10000000,['Drame'],en,47.292,1997-12-05,225933435,126,8.146,10648
10895,2600000,"['Animation', 'Familial']",en,47.251,1940-02-23,84300000,84,7.105,5261
512198,0,"['Horreur', 'Thriller']",en,47.224,2022-10-03,0,83,4.9,14
880956,0,['Drame'],ja,47.222,2020-02-04,0,70,0.0,0
946700,0,"['Animation', 'Aventure', 'Comédie']",eu,47.216,2022-04-08,0,70,0.0,0
10340,4000000,"['Familial', 'Animation', 'Romance']",en,47.138,1955-06-22,36359037,75,7.107,4744
758724,0,"['Horreur', 'Mystère']",en,47.124,2022-03-25,0,94,6.625,371
1771,140000000,"['Action', 'Aventure', 'Science-Fiction']",en,47.106,2011-07-22,370569774,124,6.99,19766
715123,0,"['Horreur', 'Science-Fiction']",en,47.062,2020-10-07,0,107,6.505,319
807,33000000,"['Crime', 'Mystère', 'Thriller']",en,47.062,1995-09-22,327311859,130,8.366,18668
534171,0,"['Drame', 'Romance']",ko,47.039,2017-08-31,0,92,4.7,3
181808,200000000,"['Aventure', 'Action', 'Science-Fiction']",en,47.022,2017-12-13,1332698830,152,6.837,13925
986088,0,"['Science-Fiction', 'Thriller', 'Mystère']",en,47.007,2022-09-23,0,89,5.4,22
610253,20000000,"['Horreur', 'Thriller']",en,47.004,2021-10-14,131647155,105,6.551,2239
505262,12000000,"['Animation', 'Action', 'Aventure', 'Fantastique']",ja,47.002,2018-08-03,31478826,95,7.914,876
821420,0,['Thriller'],en,46.956,2022-02-11,0,85,6.5,46
645488,0,['Documentaire'],en,46.953,2019-03-26,0,6,6.533,30
10607,3800000,['Comédie'],en,46.919,1996-01-12,20109115,85,6.985,1103
926899,0,"['Animation', 'Drame', 'Comédie', 'Horreur', 'Fantastique']",en,46.914,2022-01-14,0,97,7.07,844
8274,10000000,['Comédie'],en,46.863,2005-10-30,0,94,5.451,1874
636173,0,"['Drame', 'Comédie']",ko,46.806,2023-04-26,0,125,0.0,1
607,90000000,"['Action', 'Aventure', 'Comédie', 'Science-Fiction']",en,46.787,1997-07-02,589390539,98,7.18,12434
595172,0,"['Animation', 'Aventure']",en,46.773,2019-04-18,0,108,7.76,77
894169,0,['Action'],en,46.752,2022-05-17,0,96,6.175,208
810389,4500000,"['Science-Fiction', 'Comédie', 'Aventure']",fr,46.746,2022-09-07,1946816,102,6.476,125
576925,0,"['Animation', 'Aventure', 'Familial']",ru,46.737,2021-10-14,0,94,6.5,31
49573,0,"['Thriller', 'Drame']",ja,46.722,1974-06-22,0,74,5.089,28
184345,4000000,"['Comédie', 'Horreur']",en,46.718,2014-04-17,25343661,87,6.096,1209
637,20000000,"['Comédie', 'Drame']",it,46.715,1997-12-20,230098753,117,8.453,11840
658436,0,"['Comédie', 'Animation']",ja,46.623,2019-08-24,0,62,5.5,2
4564,65000000,"['Comédie', 'Drame', 'Romance']",en,46.606,2008-05-12,415252786,145,6.575,1923
297761,175000000,"['Action', 'Aventure', 'Fantastique']",en,46.577,2016-08-03,746846894,123,5.907,19719
879444,0,"['Action', 'Comédie', 'Crime']",en,46.55,2022-10-14,0,96,6.898,59
3134,0,"['Crime', 'Drame', 'Romance', 'Thriller']",fr,46.547,2000-06-28,940944,77,4.86,364
597208,60000000,['Thriller'],en,46.533,2021-12-02,39629195,140,7.021,2363
530385,9000000,"['Horreur', 'Drame', 'Mystère']",en,46.526,2019-07-03,47969371,148,7.2,5778
15165,0,"['Animation', 'Familial', 'Comédie']",en,46.526,2004-09-28,0,85,7.497,1309
630240,6600000,"['Drame', 'Thriller', 'Horreur']",fr,46.505,2021-07-14,5115725,108,6.437,1103
11932,25000000,"['Comédie', 'Horreur']",en,46.479,1998-10-16,50671850,88,5.998,1607
375794,0,['Comédie'],es,46.477,2016-09-02,12421716,100,7.801,715
398818,4000000,"['Romance', 'Drame']",en,46.454,2017-09-01,43143046,131,8.174,11081
242582,8500000,"['Crime', 'Drame', 'Thriller']",en,46.421,2014-10-23,50300000,118,7.701,9743
480414,9000000,"['Horreur', 'Mystère', 'Thriller']",en,46.395,2019-04-17,122033739,93,5.704,2132
4257,45000000,['Comédie'],en,46.391,2006-04-12,178262620,83,5.486,2874
181533,127000000,"['Aventure', 'Comédie', 'Fantastique', 'Familial']",en,46.358,2014-12-17,363204635,97,6.196,5349
1023086,0,['Horreur'],en,46.332,2022-09-30,0,86,6.0,77
286217,108000000,"['Drame', 'Aventure', 'Science-Fiction']",en,46.319,2015-09-30,630161890,144,7.672,18067
646380,75000000,"['Science-Fiction', 'Comédie', 'Drame']",en,46.311,2021-12-07,791863,145,7.155,6832
843241,0,"['Animation', 'Fantastique']",ja,46.287,2021-07-02,1094673,79,7.787,432
1034337,0,"['Crime', 'Comédie']",th,46.284,2022-11-16,0,106,6.0,12
536115,0,"['Animation', 'Science-Fiction', 'Action', 'Aventure']",ja,46.269,2018-11-09,0,90,6.43,256
977223,0,"['Action', 'Aventure', 'Comédie']",en,46.235,2023-04-27,0,103,7.333,3
62835,40000000,"['Action', 'Thriller', 'Crime', 'Drame']",en,46.206,2011-07-27,60965854,105,6.6,2284
329865,47000000,"['Drame', 'Science-Fiction', 'Mystère']",en,46.194,2016-11-10,203388186,117,7.58,16087
559682,0,"['Drame', 'Romance']",ko,46.181,2018-06-29,0,69,1.0,1
1005776,0,"['Horreur', 'Thriller']",en,46.179,2022-09-15,0,100,6.2,154
441168,0,"['Drame', 'Téléfilm']",en,46.162,2017-02-11,0,75,6.0,107
609972,0,"['Horreur', 'Mystère', 'Thriller']",en,46.133,2021-10-29,0,98,6.244,511
989937,0,"['Animation', 'Fantastique', 'Aventure', 'Action']",ja,46.13,2022-12-20,0,52,8.131,183
41154,225000000,"['Action', 'Comédie', 'Science-Fiction']",en,46.127,2012-05-23,624026776,106,6.502,9402
10386,70000000,"['Familial', 'Animation', 'Science-Fiction', 'Drame']",en,46.122,1999-08-06,23159305,85,7.922,4913
138103,95000000,"['Action', 'Aventure', 'Thriller']",en,46.103,2014-08-07,214700000,126,6.212,4428
9078,3000000,"['Animation', 'Familial']",en,46.079,1963-12-25,22182353,79,7.249,3439
53182,110000000,"['Action', 'Drame', 'Guerre']",en,46.048,2014-03-05,337580051,102,6.091,5911
679,18500000,"['Action', 'Thriller', 'Science-Fiction']",en,46.034,1986-07-18,183316455,137,7.92,8392
255709,0,['Drame'],ko,46.022,2013-10-02,0,122,8.352,496
396422,15000000,"['Horreur', 'Mystère', 'Thriller']",en,45.972,2017-08-03,306515884,109,6.6,5091
534338,0,"['Drame', 'Mystère']",en,45.931,2018-08-20,0,97,7.096,225
13002,0,"['Animation', 'Familial']",en,45.869,2006-09-19,0,83,7.722,958
8922,10000000,"['Horreur', 'Thriller']",en,45.845,2001-07-01,59217789,91,6.451,2591
893297,0,"['Crime', 'Action']",en,45.764,2021-12-10,0,90,6.0,83
462883,10000000,"['Comédie', 'Familial', 'Animation']",en,45.756,2017-10-05,0,84,6.68,621
242,54000000,"['Crime', 'Drame', 'Thriller']",en,45.748,1990-12-25,136766062,160,7.424,5414
772450,0,['Horreur'],es,45.738,2022-09-07,0,0,6.9,110
13475,150000000,"['Science-Fiction', 'Action', 'Aventure']",en,45.706,2009-05-06,385680446,128,7.432,9096
623511,8300000,"['Action', 'Drame', 'Thriller']",no,45.695,2021-10-29,2836382,107,6.8,157
55580,0,['Comédie'],it,45.656,1995-08-30,0,89,5.446,74
228161,135000000,"['Fantastique', 'Comédie', 'Animation', 'Science-Fiction', 'Familial']",en,45.614,2015-03-18,368871007,94,6.776,3577
1034470,0,"['Comédie', 'Familial', 'Animation']",en,45.61,2022-10-25,0,36,7.05,11
83201,0,"['Aventure', 'Animation', 'Comédie', 'Familial']",en,45.585,2012-02-07,0,13,6.544,405
11430,0,"['Familial', 'Animation', 'Comédie', 'Action']",en,45.557,2004-02-06,1465,77,6.57,2700
504253,0,"['Animation', 'Drame', 'Romance']",ja,45.548,2018-09-01,33748006,108,8.238,1235
421892,0,"['Animation', 'Familial', 'Comédie', 'Fantastique']",en,45.542,,0,0,0.0,0
1041896,0,"['Drame', 'Romance', 'Thriller']",tl,45.538,2022-11-25,0,103,5.8,8
400535,35000000,"['Action', 'Crime', 'Drame', 'Thriller']",en,45.531,2018-06-27,75836683,122,6.895,3047
525660,38504400,"['Action', 'Aventure', 'Fantastique']",cn,45.5,2021-04-27,3310000,118,6.211,109
276907,25000000,"['Crime', 'Thriller']",en,45.488,2015-09-09,42972994,131,7.032,3414
1017066,0,"['Drame', 'Romance']",pl,45.479,2023-02-10,0,120,1.7,5
44896,999999999,"['Animation', 'Comédie', 'Familial', 'Western', 'Aventure']",en,45.471,2011-03-02,245724603,100,6.811,5771
45610,30000000,"['Action', 'Thriller', 'Crime']",en,45.455,2011-09-23,2527904,129,6.726,903
778810,0,"['Animation', 'Familial']",en,45.447,2022-01-16,0,92,7.4,205
734367,0,"['Drame', 'Romance']",ko,45.444,2020-08-14,0,64,0.0,0
565028,25000000,"['Horreur', 'Mystère', 'Thriller']",en,45.408,2021-08-25,77411570,91,6.069,1271
10196,150000000,"['Action', 'Aventure', 'Fantastique']",en,45.406,2010-06-30,319713881,103,4.659,3580
760926,6500000,"['Action', 'Aventure', 'Thriller']",en,45.381,2022-01-13,176048,97,6.277,464
254,207000000,"['Aventure', 'Drame', 'Action']",en,45.374,2005-12-12,562363449,180,6.859,7079
1924,55000000,"['Science-Fiction', 'Action', 'Aventure']",en,45.311,1978-12-13,300218018,143,7.122,3308
965150,0,['Drame'],en,45.292,2022-10-21,4785157,96,7.8,633
423204,40000000,"['Action', 'Thriller']",en,45.291,2019-08-21,146661977,122,6.555,3030
9360,45000000,"['Aventure', 'Horreur', 'Thriller']",en,45.233,1997-04-11,136885767,89,5.16,2183
64690,15000000,"['Drame', 'Thriller', 'Crime']",en,45.187,2011-09-15,78054825,100,7.568,11298
82881,0,"['Animation', 'Comédie', 'Action', 'Familial']",en,45.183,2012-01-13,0,6,7.133,938
73456,0,"['Familial', 'Animation', 'Fantastique']",en,45.182,2011-08-11,0,79,7.434,681
4348,28000000,"['Drame', 'Romance']",en,45.115,2005-09-16,121616555,127,8.085,7094
578701,20000000,"['Thriller', 'Action']",en,45.083,2021-05-05,23384502,99,6.72,1328
928270,0,['Thriller'],en,45.063,2022-01-17,0,100,6.909,88
533514,0,"['Animation', 'Fantastique', 'Romance', 'Drame']",ja,45.029,2020-09-18,20339624,140,8.33,315
42360,10540,"['Action', 'Animation', 'Aventure', 'Fantastique']",ja,44.967,2001-12-15,0,99,7.7,159
896221,0,"['Animation', 'Fantastique', 'Familial']",en,44.89,2021-11-26,0,30,7.2,163
723072,0,"['Horreur', 'Thriller', 'Mystère']",en,44.876,2020-12-04,26745,57,6.53,702
277095,0,['Animation'],ja,44.829,2014-02-25,0,2,6.328,67
9358,26000000,"['Horreur', 'Mystère']",en,44.821,2003-01-31,90941129,90,6.208,3524
843267,0,"['Animation', 'Action', 'Aventure', 'Drame', 'Mystère']",ja,44.789,2021-09-23,0,56,7.3,3
19908,23600000,"['Comédie', 'Horreur']",en,44.746,2009-10-07,102391540,88,7.264,11132
870096,0,"['Science-Fiction', 'Horreur', 'Action']",zh,44.736,2021-09-03,0,89,6.887,115
11351,17000000,['Horreur'],en,44.724,2003-08-08,63102666,104,6.121,1396
8982,6000000,"['Action', 'Crime', 'Drame', 'Thriller']",th,44.702,2005-08-11,27165581,94,7.1,732
455839,0,"['Science-Fiction', 'Aventure']",en,44.692,2017-05-19,0,87,6.175,892
960875,0,['Horreur'],es,44.674,2022-09-09,0,106,6.416,227
23483,28000000,"['Action', 'Crime']",en,44.67,2010-03-22,96188903,117,7.118,10730
9543,200000000,"['Aventure', 'Fantastique', 'Action']",en,44.666,2010-05-19,336365676,116,6.255,6184
949,60000000,"['Action', 'Crime', 'Drame', 'Thriller']",en,44.643,1995-12-15,187436818,170,7.898,6211
592350,0,"['Animation', 'Action', 'Fantastique', 'Aventure']",ja,44.631,2019-12-20,29900850,104,8.207,1038
949423,1000000,['Horreur'],en,44.62,2022-09-16,9423445,102,7.4,666
689700,0,['Crime'],en,44.616,2022-01-28,0,93,6.411,270
103,1300000,"['Crime', 'Drame']",en,44.612,1976-02-09,28570902,115,8.166,10568
50544,35000000,"['Romance', 'Comédie']",en,44.566,2011-07-21,149542245,104,6.654,7235
48650,0,"['Drame', 'Romance']",es,44.556,2010-05-07,844281,109,6.349,529
529106,5000000,"['Action', 'Aventure']",ru,44.514,2021-04-01,4493306,136,6.694,502
761898,0,"['Animation', 'Action', 'Fantastique', 'Science-Fiction']",ja,44.513,2021-10-30,14037060,97,8.0,197
890656,0,"['Action', 'Fantastique']",en,44.473,2022-02-17,0,97,5.589,248
8643,19000000,"['Crime', 'Drame', 'Horreur', 'Thriller']",en,44.466,2005-09-09,145166804,117,6.538,2460
425652,0,"['Drame', 'Romance']",ko,44.46,2016-11-09,0,80,2.5,3
500104,0,['Drame'],en,44.345,2022-09-10,0,96,7.3,3
55341,6200000,"['Horreur', 'Mystère', 'Thriller']",en,44.338,2017-09-26,3600000,90,4.944,763
697799,0,"['Action', 'Horreur', 'Thriller', 'Guerre', 'Fantastique']",en,44.327,2022-01-21,0,93,5.085,71
159211,0,"['Horreur', 'Thriller']",en,44.323,2013-01-14,0,87,5.6,132
22881,29000000,['Drame'],en,44.295,2009-11-20,309208309,128,7.7,5613
39100,0,"['Action', 'Animation', 'Science-Fiction']",ja,44.278,1990-03-10,18000000,60,6.464,412
81005,195000000,"['Fantastique', 'Action', 'Aventure', 'Familial']",en,44.277,2013-02-27,197687603,110,5.809,4550
227719,12000000,"['Science-Fiction', 'Thriller', 'Drame']",en,44.239,2015-01-28,33213241,106,6.691,2299
10830,36000000,"['Comédie', 'Familial', 'Fantastique']",en,44.23,1996-08-02,33459416,98,7.142,3888
15255,0,"['Action', 'Crime', 'Thriller']",en,44.22,2006-04-11,0,97,7.3,668
754045,0,"['Drame', 'Romance']",es,44.185,2023-04-20,0,107,2.0,1
1095033,0,['Drame'],tl,44.176,2023-04-08,0,0,3.0,2
176,1200000,"['Horreur', 'Mystère', 'Crime']",en,44.138,2004-10-01,103911669,103,7.395,8015
15015,0,"['Animation', 'Familial']",en,44.133,2002-10-01,0,84,7.011,1107
606402,0,"['Action', 'Aventure', 'Crime', 'Thriller']",ko,44.125,2022-04-08,0,125,6.4,148
516329,17000000,"['Drame', 'Horreur', 'Mystère']",en,44.105,2021-10-28,18867659,99,6.29,898
510,3000000,['Drame'],en,44.088,1975-11-19,108981275,133,8.423,9329
825808,0,['Thriller'],en,44.044,2022-01-07,0,92,6.1,141
34297,0,"['Fantastique', 'Animation', 'Aventure']",ja,44.021,2004-12-23,0,88,7.6,95
109689,0,"['Drame', 'Romance']",es,43.98,2012-06-22,0,124,7.391,1667
17581,0,"['Fantastique', 'Animation', 'Action']",ja,43.974,2008-08-02,10600000,90,7.2,376
205596,14000000,"['Histoire', 'Drame', 'Thriller', 'Guerre']",en,43.958,2014-11-14,233555708,115,8.0,15540
710692,0,['Romance'],ko,43.956,2020-05-22,0,71,5.929,7
965731,0,"['Action', 'Drame', 'Crime', 'Thriller']",ja,43.9,2022-09-09,0,119,7.643,14
46195,90000000,"['Animation', 'Aventure', 'Comédie', 'Familial']",en,43.892,2011-04-03,484635760,90,6.716,5990
39106,0,"['Animation', 'Action', 'Science-Fiction']",ja,43.89,1994-07-09,19500000,46,5.721,445
866413,0,"['Romance', 'Comédie']",en,43.884,2023-01-20,0,117,5.776,454
87,28000000,"['Aventure', 'Action']",en,43.872,1984-05-23,333000000,118,7.295,8036
843633,0,"['Action', 'Crime', 'Thriller']",en,43.842,2022-06-03,0,93,6.353,109
888479,0,"['Romance', 'Drame']",en,43.826,2023-03-16,0,91,6.386,22
407439,0,"['Drame', 'Histoire']",en,43.811,2018-03-15,11710110,120,6.321,478
522518,16000000,"['Familial', 'Aventure', 'Drame']",en,43.802,2019-05-03,78871079,108,8.039,1296
991833,0,"['Animation', 'Familial']",en,43.799,2022-06-24,0,68,7.407,70
449406,0,"['Animation', 'Familial', 'Comédie']",en,43.789,2021-07-30,0,95,7.415,620
466272,95000000,"['Comédie', 'Drame', 'Thriller']",en,43.736,2019-07-24,374251247,162,7.4,11736
675327,0,"['Horreur', 'Action', 'Guerre']",en,43.72,2020-12-31,1054290,83,5.792,730
189,65000000,"['Crime', 'Action', 'Thriller']",en,43.687,2014-08-20,39407616,102,6.363,3428
44912,200000000,"['Aventure', 'Action', 'Thriller', 'Science-Fiction']",en,43.651,2011-06-16,219851172,114,5.161,6622
968051,0,"['Horreur', 'Mystère']",en,43.647,2023-09-05,0,0,0.0,0
2322,23000000,"['Comédie', 'Crime', 'Drame']",en,43.647,1992-09-09,105232691,125,6.892,758
10010,0,"['Aventure', 'Animation', 'Familial']",en,43.636,2006-08-17,0,74,6.655,1318
423,35000000,"['Drame', 'Guerre']",en,43.615,2002-09-17,120072577,149,8.384,8001
560052,0,"['Animation', 'Aventure', 'Familial', 'Fantastique', 'Comédie']",en,43.611,2022-11-04,0,104,7.509,57
109414,32000000,"['Action', 'Comédie']",en,43.586,2013-06-12,126041322,107,6.221,5769
486589,0,"['Animation', 'Romance', 'Familial']",en,43.561,2019-07-25,10054356,91,7.776,936
420808,0,"['Aventure', 'Fantastique', 'Familial']",en,43.534,2023-04-20,0,106,7.333,3
618162,0,['Western'],en,43.531,2021-10-22,0,136,6.699,888
731159,0,"['Drame', 'Romance']",ko,43.528,2020-08-31,0,76,10.0,1
10585,9000000,['Horreur'],en,43.526,1988-11-09,44196684,87,6.668,2503
527641,7000000,"['Romance', 'Drame']",en,43.525,2019-03-14,92600000,116,8.301,5114
87584,0,['Comédie'],en,43.522,2012-02-02,0,87,4.5,58
921145,0,['Horreur'],de,43.488,,0,0,6.125,4
602734,20000000,"['Horreur', 'Crime', 'Mystère']",en,43.454,2021-05-12,40618920,93,6.1,1524
539,806947,"['Horreur', 'Drame', 'Thriller']",en,43.436,1960-06-22,0,109,8.445,8910
127380,200000000,"['Aventure', 'Animation', 'Comédie', 'Familial']",en,43.412,2016-06-16,1028570889,97,7.043,11171
12230,4000000,"['Aventure', 'Animation', 'Comédie', 'Familial']",en,43.374,1961-01-25,85000000,79,7.169,5636
7347,4000000,"['Drame', 'Action', 'Crime']",pt,43.332,2007-10-12,14759148,115,8.067,2026
335977,294700000,"['Aventure', 'Action']",en,43.322,2023-06-28,0,142,0.0,0
146233,46000000,"['Drame', 'Thriller', 'Crime']",en,43.315,2013-09-18,122126687,146,8.078,10234
346910,88000000,"['Science-Fiction', 'Action', 'Aventure']",en,43.306,2018-09-05,160542134,101,5.63,4137
1008009,0,['Comédie'],es,43.293,2023-03-10,0,102,4.333,3
22705,0,"['Comédie', 'Drame', 'Romance']",it,43.274,2000-01-28,0,89,5.475,203
858082,0,"['Action', 'Aventure', 'Drame']",ta,43.246,2023-04-28,0,150,0.0,0
360920,75000000,"['Animation', 'Familial', 'Comédie', 'Fantastique']",en,43.242,2018-11-08,508575295,105,6.823,3288
13183,130000000,"['Action', 'Mystère', 'Science-Fiction']",en,43.185,2009-03-04,185258983,155,7.325,8209
10515,3000000,"['Aventure', 'Fantastique', 'Animation', 'Action', 'Familial', 'Romance']",ja,43.176,1986-08-02,5228752,124,8.0,3534
1271,65000000,"['Action', 'Aventure', 'Guerre']",en,43.141,2007-03-07,456082343,115,7.169,12489
7131,160000000,"['Horreur', 'Aventure', 'Action']",en,43.12,2004-05-05,300257475,130,6.323,5237
241259,170000000,"['Aventure', 'Familial', 'Fantastique']",en,43.112,2016-05-25,299457024,113,6.549,5866
51876,27000000,"['Thriller', 'Mystère', 'Science-Fiction']",en,43.079,2011-03-08,161849455,105,7.182,9632
812488,0,"['Thriller', 'Fantastique', 'Horreur']",es,43.074,2022-09-02,0,85,5.8,28
183011,3500000,"['Science-Fiction', 'Animation', 'Action', 'Aventure']",en,43.067,2013-07-30,0,81,7.9,1601
571055,1,"['Horreur', 'Drame', 'Thriller']",en,43.04,2019-02-01,0,82,6.86,203
112160,0,"['Comédie', 'Drame']",fr,43.006,2012-05-09,0,77,4.9,239
12242,0,"['Animation', 'Comédie', 'Familial', 'Action']",en,42.997,2004-11-03,0,75,6.492,2107
384698,0,"['Animation', 'Comédie', 'Drame', 'Fantastique', 'Mystère', 'Horreur']",ko,42.964,2015-11-28,0,37,6.7,12
9475,31000000,['Drame'],en,42.939,1992-12-23,134095253,157,7.758,2860
117263,70000000,"['Action', 'Thriller']",en,42.934,2013-03-20,161025640,119,6.382,6050
204082,22000000,"['Action', 'Thriller']",en,42.912,2013-11-12,43058898,100,6.943,3063
783461,69000000,"['Action', 'Comédie', 'Crime']",hi,42.902,2022-02-04,0,131,6.204,54
30575,0,"['Animation', 'Fantastique', 'Action', 'Romance', 'Comédie']",ja,42.88,1994-12-04,9940717,60,7.857,105
913205,0,"['Animation', 'Action', 'Comédie']",en,42.862,2022-05-24,0,79,6.84,75
400155,80000000,"['Animation', 'Comédie', 'Familial', 'Fantastique']",en,42.818,2018-06-28,528600000,97,6.903,3910
78,28000000,"['Science-Fiction', 'Drame', 'Thriller']",en,42.816,1982-06-25,41722424,117,7.933,12348
6477,60000000,"['Comédie', 'Familial', 'Fantastique', 'Animation']",en,42.812,2007-12-13,361366633,90,5.803,4002
542417,0,['Drame'],en,42.808,2019-07-26,0,110,6.988,329
428288,0,"['Fantastique', 'Aventure', 'Animation', 'Drame', 'Science-Fiction']",ja,42.762,2017-03-18,0,110,6.6,100
87421,38000000,"['Science-Fiction', 'Action', 'Thriller']",en,42.744,2013-09-02,98337295,119,6.285,3674
59440,25000000,"['Drame', 'Action']",en,42.719,2011-09-09,23308615,140,7.836,4027
1005031,0,['Documentaire'],en,42.713,2022-09-26,0,79,7.262,86
785985,0,"['Comédie', 'Action']",fr,42.687,2022-05-06,0,121,6.064,389
14438,500000,"['Drame', 'Romance']",en,42.672,2008-09-26,33456317,122,7.619,618
385448,0,"['Familial', 'Aventure', 'Fantastique', 'Romance', 'Drame']",en,42.67,2018-08-02,0,98,5.016,793
654910,0,"['Familial', 'Aventure']",en,42.653,2022-10-13,0,94,6.889,36
763164,0,"['Action', 'Thriller', 'Science-Fiction']",en,42.642,2021-11-12,0,94,5.321,513
727745,0,"['Romance', 'Comédie']",en,42.617,2021-08-11,0,112,7.035,1644
189349,0,"['Animation', 'Action']",ja,42.608,2011-07-30,0,14,6.361,36
47933,165000000,"['Action', 'Aventure', 'Science-Fiction']",en,42.592,2016-06-22,389681935,120,5.272,5537
805411,0,"['Animation', 'Familial']",en,42.591,2021-08-13,0,22,6.815,138
10882,6000000,"['Fantastique', 'Animation', 'Romance', 'Familial']",en,42.543,1959-02-17,51600000,75,6.946,4646
1813,57000000,"['Drame', 'Mystère', 'Thriller', 'Horreur']",en,42.509,1997-10-17,152944660,144,7.449,5204
57165,150000000,"['Fantastique', 'Aventure']",en,42.507,2012-03-28,301970083,99,5.707,3805
11360,812000,"['Animation', 'Familial']",en,42.484,1941-10-31,1600000,64,6.997,4437
44683,0,"['Animation', 'Aventure', 'Familial', 'Fantastique']",en,42.449,2010-07-29,0,76,6.688,782
929170,20000000,['Comédie'],en,42.398,2022-07-23,0,98,7.866,269
884605,0,"['Comédie', 'Romance']",en,42.385,2023-06-15,0,0,0.0,0
357096,0,"['Horreur', 'Thriller']",en,42.372,2015-10-01,144420,91,5.748,826
617502,0,"['Action', 'Thriller']",en,42.352,2021-07-15,238524,91,6.661,1064
871,5800000,"['Science-Fiction', 'Aventure', 'Drame', 'Action']",en,42.339,1968-02-07,32589624,112,7.646,2931
